configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,175421,0m0.194s
1,tiff,1,1,0,1,175421,0m0.198s
10,png,1,0,1,1,169444,0m0.174s
11,png,1,0,0,1,169394,0m0.171s
12,png,0,1,0,0,1185040,0m2.912s
13,png,0,0,0,0,1185038,0m2.867s
14,png,0,0,0,1,1184932,0m2.871s
15,png,0,1,1,0,1185045,0m2.874s
2,tiff,1,0,1,1,175427,0m0.200s
3,tiff,1,0,0,1,175427,0m0.175s
4,tiff,0,1,0,0,1698518,0m0.350s
5,tiff,0,0,0,0,1698337,0m0.345s
6,tiff,0,0,0,1,1696519,0m0.363s
7,tiff,0,1,1,0,1698451,0m0.345s
8,png,1,1,1,1,169392,0m0.172s
9,png,1,1,0,1,169453,0m0.202s
