configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,175431,0m0.170s
1,tiff,1,1,0,1,175431,0m0.198s
10,png,1,0,1,1,169389,0m0.199s
11,png,1,0,0,1,169389,0m0.172s
12,png,0,1,0,0,1185055,0m2.913s
13,png,0,0,0,0,1185022,0m2.866s
14,png,0,0,0,1,1184896,0m2.878s
15,png,0,1,1,0,1185017,0m2.881s
2,tiff,1,0,1,1,175422,0m0.197s
3,tiff,1,0,0,1,175458,0m0.201s
4,tiff,0,1,0,0,1698448,0m0.365s
5,tiff,0,0,0,0,1698446,0m0.381s
6,tiff,0,0,0,1,1696991,0m0.342s
7,tiff,0,1,1,0,1698452,0m0.343s
8,png,1,1,1,1,169473,0m0.197s
9,png,1,1,0,1,169390,0m0.201s
