configurationID,memory,format,level,depth,size,time
0,75%,xz,-3,16,515656,0.466
1,50%,xz,-3,1,515648,0.441
10,100%,xz,-9,1,453260,1.467
11,50%,lzma,-6,16,453144,1.418
12,75%,xz,-3,32,515656,0.466
13,50%,lzma,-3,16,515524,0.433
14,50%,lzma,-6,32,453144,1.413
15,50%,xz,-6,32,453268,1.454
16,75%,lzma,-3,16,515524,0.426
17,75%,lzma,-6,32,453144,1.412
18,100%,lzma,-6,1,453144,1.436
19,75%,lzma,-3,1,515524,0.428
2,75%,xz,-9,16,453268,1.518
20,75%,lzma,-6,1,453144,1.441
21,75%,lzma,-6,16,453144,1.455
22,100%,xz,-9,32,453268,1.493
23,100%,xz,-9,16,453268,1.487
24,50%,lzma,-9,32,453144,1.462
25,50%,lzma,-3,32,515524,0.431
26,100%,xz,-3,1,515648,0.466
27,100%,lzma,-9,16,453144,1.464
28,100%,lzma,-3,1,515524,0.446
29,50%,lzma,-6,1,453144,1.415
3,100%,xz,-6,32,453268,1.462
4,50%,lzma,-3,1,515524,0.454
5,75%,xz,-3,1,515648,0.464
6,100%,lzma,-6,16,453144,1.411
7,75%,xz,-6,32,453268,1.469
8,50%,xz,-3,32,515656,0.46
9,75%,xz,-9,32,453268,1.472
